,LotArea,Street,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,CentralAir,MoSold,YrSold,SalePrice
478,10637,1,0,8,5,2007,2008,1,9,2009,297000
479,5925,1,0,4,7,1937,2000,1,3,2007,89471
480,16033,1,0,9,5,2004,2005,1,3,2006,326000
481,11846,1,0,9,5,2003,2004,1,8,2006,374000
482,2500,1,0,7,8,1915,2005,1,6,2009,155000
483,4500,1,3,6,5,1998,1998,1,5,2006,164000
484,7758,1,0,5,7,1962,2001,1,3,2007,132500
485,9600,1,0,5,7,1950,2007,1,7,2009,147000
486,10289,1,0,5,7,1965,1965,1,6,2007,156000
487,12243,1,0,5,6,1971,1971,1,2,2007,175000
488,10800,1,1,5,4,1900,1970,0,5,2006,160000
489,1526,1,3,4,8,1970,2002,1,5,2009,86000
490,2665,1,4,5,6,1976,1976,1,6,2008,115000
491,9490,1,0,6,7,1941,1950,1,8,2006,133000
492,15578,1,0,6,5,2006,2006,1,5,2006,172785
493,7931,1,0,5,6,1960,1960,1,6,2008,155000
494,5784,1,0,5,8,1938,1996,1,12,2009,91300
495,7879,1,0,4,5,1920,1950,0,11,2009,34900
496,12692,1,0,8,5,1992,1993,1,5,2007,430000
497,9120,1,0,7,6,1925,1950,1,6,2008,184000
498,7800,1,0,5,7,1967,2004,1,6,2009,130000
499,7535,1,0,5,7,1958,1985,1,6,2007,120000
500,1890,1,3,6,5,1973,1973,1,5,2007,113000
501,9803,1,0,7,5,2005,2005,1,2,2008,226700
502,9170,1,0,5,7,1965,1965,1,4,2007,140000
503,15602,1,0,7,8,1959,1997,1,3,2010,289000
504,2308,1,4,6,5,1974,1974,1,6,2009,147000
505,7596,1,2,5,5,1952,1952,1,7,2009,124500
506,9554,1,0,8,5,1993,1994,1,9,2006,215000
507,7862,1,0,6,5,2009,2009,1,9,2009,208300
508,9600,1,0,7,9,1928,2005,1,10,2008,161000
509,9600,1,0,5,6,1959,1959,1,7,2009,124500
510,14559,1,0,5,7,1951,2000,1,6,2009,164900
511,6792,1,4,7,5,2005,2006,1,3,2006,202665
512,9100,1,0,5,5,1958,1958,1,7,2006,129900
513,9187,1,0,6,5,1983,1983,1,6,2007,134000
514,10594,1,0,5,5,1926,1950,0,6,2007,96500
515,12220,1,0,10,5,2009,2009,1,9,2009,402861
516,10448,1,0,6,6,1972,1972,1,8,2009,158000
517,10208,1,0,7,5,1996,1997,1,7,2009,265000
518,9531,1,0,6,5,1998,1998,1,5,2007,211000
519,10918,1,0,7,9,1926,2004,1,6,2009,234000
520,10800,1,1,4,7,1900,2000,0,8,2008,106250
521,11988,1,0,6,6,1957,1957,1,5,2007,150000
522,5000,1,0,6,7,1947,1950,1,10,2006,159000
523,40094,1,0,10,5,2007,2008,1,10,2007,184750
524,11787,1,0,7,5,1996,1997,1,8,2007,315750
525,7500,1,0,7,5,2005,2005,1,4,2006,176000
526,13300,1,0,5,7,1956,2000,1,6,2007,132000
527,14948,1,0,9,5,2008,2008,1,11,2008,446261
528,9098,1,0,4,7,1920,2002,1,7,2007,86000
529,32668,1,0,6,3,1957,1975,1,3,2007,200624
530,10200,1,0,6,5,1988,1989,1,8,2008,175000
531,6155,1,0,6,8,1920,1999,1,6,2008,128000
532,7200,1,0,5,7,1955,2007,1,4,2010,107500
533,5000,1,0,1,3,1946,1950,0,1,2007,39300
534,9056,1,0,8,5,2004,2004,1,10,2006,178000
535,7000,1,1,5,7,1910,1991,1,1,2008,107500
536,8924,1,0,7,5,1998,1999,1,7,2008,188000
537,12735,1,0,4,5,1972,1972,1,4,2008,111250
538,11553,1,0,5,5,1968,1968,1,7,2006,158000
539,11423,1,0,8,5,2001,2002,1,5,2010,272000
540,14601,1,0,9,5,2006,2006,1,3,2009,315000
541,11000,1,0,8,5,2000,2000,1,6,2007,248000
542,10140,1,0,7,5,1998,1999,1,6,2009,213250
543,4058,1,4,7,5,1998,1998,1,6,2007,133000
544,17104,1,0,7,5,2006,2006,1,9,2006,179665
545,13837,1,0,7,5,1988,1988,1,2,2006,229000
546,8737,1,0,6,7,1923,1950,1,5,2007,210000
547,7244,1,0,5,7,1970,1970,1,4,2007,129500
548,8235,1,0,5,7,1955,1995,1,6,2008,125000
549,9375,1,0,7,5,2003,2004,1,11,2009,263000
550,4043,1,4,6,6,1977,1977,1,10,2008,140000
551,6000,1,0,5,6,1957,1957,1,6,2008,112500
552,11146,1,0,8,5,2006,2006,1,7,2009,255500
553,8777,1,0,4,5,1949,2003,1,5,2009,108000
554,10625,1,0,7,5,2003,2004,1,8,2008,284000
555,6380,1,0,5,6,1922,1950,1,8,2006,113000
556,14850,1,0,5,5,1957,1957,1,5,2006,141000
557,11040,1,0,4,6,1920,1950,1,9,2006,108000
558,21872,1,0,7,5,1996,1997,1,8,2008,175000
559,3196,1,4,7,5,2003,2004,1,10,2006,234000
560,11341,1,0,5,6,1957,1996,1,5,2010,121500
561,10010,1,0,5,5,1974,1975,1,4,2006,170000
562,13907,1,0,5,6,1940,1969,1,7,2008,108000
563,21780,1,0,6,7,1918,1950,1,7,2008,185000
564,13346,1,0,7,5,1992,2000,1,7,2006,268000
565,6858,1,0,6,4,1915,1950,0,5,2010,128000
566,11198,1,0,9,5,2005,2007,1,6,2008,325000
567,10171,1,0,7,5,2004,2004,1,3,2010,214000
568,12327,1,0,8,8,1983,2009,1,9,2009,316600
569,7032,1,2,5,5,1979,1979,1,12,2006,135960
570,13101,1,2,5,5,1965,1965,1,11,2008,142600
571,7332,1,0,6,6,1959,1959,1,10,2006,120000
572,13159,1,0,7,5,2009,2009,1,7,2009,224500
573,9967,1,0,7,5,2000,2000,1,12,2007,170000
574,10500,1,0,5,7,1971,2005,1,12,2007,139000
575,8480,1,0,5,5,1947,1950,1,10,2008,118500
576,6292,1,0,7,7,1928,1950,1,8,2009,145000
577,11777,1,0,5,6,1966,1966,1,5,2006,164500
578,3604,1,4,7,5,2007,2007,1,2,2008,146000
579,12150,1,0,5,5,1954,1954,0,11,2008,131500
580,14585,1,0,6,6,1960,1987,1,6,2007,181900
581,12704,1,0,8,5,2008,2009,1,8,2009,253293
582,11841,0,2,6,5,1990,1990,1,5,2007,118500
583,13500,1,0,10,9,1893,2000,1,7,2008,325000
584,6120,1,0,4,7,1935,1995,1,7,2009,133000
585,11443,1,0,8,5,2005,2006,1,3,2006,369900
586,10267,1,0,6,7,1918,2000,1,5,2008,130000
587,8740,1,0,5,6,1982,1982,1,7,2009,137000
588,25095,1,0,5,8,1968,2003,1,6,2009,143000
589,9100,1,0,5,6,1930,1960,1,8,2008,79500
590,8320,1,0,7,5,2004,2004,1,9,2008,185900
591,13478,1,0,10,5,2008,2008,1,6,2009,451950
592,6600,1,0,5,8,1982,2003,1,6,2008,138000
593,4435,1,4,6,5,2003,2003,1,5,2009,140000
594,7990,1,0,5,6,1975,1975,1,4,2008,110000
595,11302,1,0,8,5,2005,2006,1,8,2006,319000
596,3600,1,0,6,7,1910,1993,0,10,2006,114504
597,3922,1,4,7,5,2006,2007,1,2,2007,194201
598,12984,1,0,5,6,1977,1977,1,3,2006,217500
599,1950,1,3,6,6,1980,1980,1,7,2008,151000
600,10927,1,0,8,5,2005,2005,1,6,2006,275000
601,9000,1,0,6,6,1937,1950,1,12,2007,141000
602,10041,1,0,8,5,1992,1992,1,2,2006,220000
603,3182,1,4,7,5,2004,2005,1,6,2010,151000
604,12803,1,0,7,5,2002,2002,1,9,2008,221000
605,13600,1,0,7,6,1965,1990,1,10,2009,205000
606,12464,1,0,5,5,1996,1996,1,11,2009,152000
607,7800,1,0,5,8,1948,2002,1,8,2006,225000
608,12168,1,0,8,6,1934,1998,1,9,2007,359100
609,7943,1,0,4,5,1961,1961,1,4,2007,118500
610,11050,1,0,9,5,2000,2000,1,5,2009,313000
611,10395,1,0,6,6,1978,1978,1,7,2007,148000
612,11885,1,0,8,5,2001,2001,1,11,2009,261500
613,8402,1,0,5,5,2007,2007,1,12,2007,147000
614,1491,1,4,4,6,1972,1972,1,5,2010,75500
615,8800,1,0,6,7,1963,1963,1,5,2010,137500
616,7861,1,0,6,5,2002,2003,1,6,2006,183200
617,7227,1,0,6,6,1954,1954,1,6,2008,105500
618,11694,1,0,9,5,2007,2007,1,7,2007,314813
619,12244,1,0,8,5,2003,2003,1,8,2008,305000
620,8248,1,0,3,3,1914,1950,0,9,2008,67000
621,10800,1,0,6,7,1974,1997,1,6,2008,240000
622,7064,1,0,5,6,1977,1977,1,7,2009,135000
623,2117,1,4,6,5,2000,2000,1,6,2007,168500
624,10400,1,0,6,5,1972,1972,1,11,2006,165150
625,10000,1,0,6,6,1962,1962,1,2,2010,160000
626,12342,1,0,5,5,1960,1978,1,8,2007,139900
627,9600,1,0,6,6,1955,1972,1,3,2010,153000
628,11606,1,0,5,5,1969,1969,1,9,2007,135000
629,9020,1,0,6,5,1964,1964,1,6,2008,168500
630,9000,1,0,5,6,1880,1991,1,6,2006,124000
631,4590,1,3,8,5,2006,2006,1,8,2007,209500
632,11900,1,0,7,5,1977,1977,1,4,2009,82500
633,9250,1,0,5,7,1954,2005,1,7,2007,139400
634,6979,1,2,6,5,1980,1980,1,6,2010,144000
635,10896,1,1,6,7,1914,1995,1,3,2007,200000
636,6120,1,0,2,3,1936,1950,0,1,2009,60000
637,6000,1,1,5,4,1954,1954,1,11,2009,93000
638,8777,1,0,5,7,1910,1950,1,5,2008,85000
639,3982,1,4,8,5,2006,2006,1,10,2006,264561
640,12677,1,4,8,5,2003,2004,1,4,2008,274000
641,7050,1,0,7,5,2001,2001,1,5,2007,226000
642,13860,1,0,8,7,1972,1995,1,7,2009,345000
643,10793,1,0,5,5,1969,1969,1,4,2007,152000
644,9187,1,0,9,5,2009,2009,1,10,2009,370878
645,10530,1,0,6,5,1971,1971,1,3,2007,143250
646,7200,1,0,5,5,1950,1950,1,7,2008,98300
647,10452,1,0,6,5,1953,1953,1,6,2008,155000
648,7700,1,0,6,5,1966,1966,1,6,2010,155000
649,1936,1,3,4,6,1970,1970,1,12,2007,84500
650,8125,1,0,7,6,2007,2007,1,5,2008,205950
651,9084,1,0,4,5,1940,1950,1,10,2009,108000
652,8750,1,0,7,5,1996,1996,1,7,2009,191000
653,10320,1,0,6,7,1906,1995,1,6,2008,135000
654,10437,1,0,8,6,1995,1995,1,8,2008,350000
655,1680,1,3,6,5,1971,1971,1,3,2010,88000
656,10007,1,0,5,7,1959,2006,1,8,2008,145500
657,7200,1,0,7,6,1931,2000,1,2,2008,149000
658,17503,1,0,6,5,1948,1950,1,1,2010,97500
659,9937,1,0,5,7,1964,1999,1,3,2009,167000
660,12384,1,0,7,7,1976,1976,1,11,2007,197900
661,46589,1,0,8,7,1994,2005,1,7,2009,402000
662,13560,1,0,6,3,1968,1968,1,7,2009,110000
663,10012,1,0,4,5,1972,1972,1,4,2008,137500
664,20896,1,0,8,5,2005,2006,1,1,2006,423000
665,11194,1,0,8,5,2000,2000,1,11,2006,230500
666,18450,1,0,6,5,1965,1979,1,8,2007,129000
667,8125,1,0,6,5,1994,1998,1,10,2008,193500
668,14175,1,0,5,6,1956,1987,1,11,2006,168000
669,11600,1,0,4,5,1922,1950,1,7,2006,137500
670,8633,1,0,6,5,2005,2005,1,2,2009,173500
671,6629,1,0,6,6,1925,1950,0,7,2009,103600
672,11250,1,0,6,6,1977,1977,1,6,2006,165000
673,14442,1,0,6,7,1957,2004,1,6,2007,257500
674,9200,1,0,6,6,1965,1965,1,7,2008,140000
675,2289,1,3,6,6,1978,1978,1,4,2009,148500
676,9600,1,0,4,2,1900,1950,0,5,2006,87000
677,9022,1,0,5,8,1924,2006,1,5,2009,109500
678,11844,1,0,8,5,2008,2008,1,7,2009,372500
679,9945,1,0,5,5,1961,1961,1,10,2007,128500
680,8012,1,4,6,5,1980,1980,1,5,2010,143000
681,4500,1,0,5,5,1932,2000,1,7,2009,159434
682,2887,1,0,6,5,1996,1997,1,11,2008,173000
683,11248,1,0,9,5,2002,2002,1,7,2007,285000
684,16770,1,0,7,5,1998,1998,1,6,2010,221000
685,5062,1,4,7,5,1984,1984,1,9,2007,207500
686,10207,1,0,7,6,2007,2007,1,8,2007,227875
687,5105,1,4,7,5,2004,2004,1,3,2007,148800
688,8089,1,0,8,6,2007,2007,1,10,2007,392000
689,7577,1,4,6,5,2005,2006,1,6,2007,194700
690,4426,1,4,6,5,2004,2004,1,5,2008,141000
691,21535,1,0,10,6,1994,1995,1,1,2007,755000
692,26178,1,0,7,5,1989,1990,1,4,2006,335000
693,5400,1,0,5,6,1921,1968,1,12,2006,108480
694,6120,1,0,5,6,1936,1950,1,4,2009,141500
695,13811,1,0,6,6,1987,1987,1,7,2006,176000
696,6000,1,0,5,7,1921,1950,1,6,2006,89000
697,6420,1,0,5,7,1952,1952,1,9,2006,123500
698,8450,1,0,5,8,1965,2009,1,4,2010,138500
699,4282,1,4,7,5,2004,2004,1,7,2008,196000
700,14331,1,0,8,5,2002,2002,1,5,2006,312500
701,9600,1,0,7,5,1969,1969,1,7,2006,140000
702,12438,1,0,8,5,2006,2006,1,7,2006,361919
703,7630,1,1,5,9,1900,1996,1,5,2010,140000
704,8400,1,0,7,5,2004,2005,1,5,2010,213000
705,5600,1,1,4,5,1930,1950,0,7,2010,55000
706,115149,1,0,7,5,1971,2002,1,6,2007,302000
707,6240,1,4,8,5,2006,2006,1,12,2009,254000
708,9018,1,0,7,5,2007,2007,1,7,2007,179540
709,7162,1,0,5,7,1966,1966,1,12,2008,109900
710,4130,1,0,3,6,1935,2003,1,7,2008,52000
711,8712,1,0,4,7,1900,1950,1,1,2010,102776
712,4671,1,4,8,5,1988,1989,1,10,2008,189000
713,9873,1,1,4,5,1970,1970,0,5,2006,129000
714,13517,1,0,6,8,1976,2005,1,3,2010,130500
715,10140,1,0,6,5,1974,1974,1,8,2009,165000
716,10800,1,0,7,8,1890,1998,1,7,2007,159500
717,10000,1,0,5,6,1973,2000,1,11,2008,157000
718,10542,1,0,7,5,1993,1994,1,8,2008,341000
719,9920,1,0,5,6,1969,1969,1,5,2006,128500
720,6563,1,0,8,5,1985,1985,1,12,2006,275000
721,4426,1,4,6,5,2004,2004,1,5,2010,143000
722,8120,1,0,4,7,1970,1970,1,7,2009,124500
723,8172,1,0,4,6,1954,1972,1,5,2008,135000
724,13286,1,0,9,5,2007,2008,1,2,2009,320000
725,6960,1,0,4,6,1970,1970,1,11,2009,120500
726,21695,1,0,6,9,1988,2007,1,12,2009,222000
727,7314,1,0,7,5,2007,2007,1,2,2009,194500
728,11475,1,2,5,5,1958,1958,1,7,2009,110000
729,6240,1,0,4,5,1925,1950,1,1,2009,103000
730,5389,1,4,8,5,1995,1996,1,3,2010,236500
731,9590,1,0,7,5,2003,2003,1,5,2007,187500
732,11404,1,0,7,5,1998,1999,1,7,2008,222500
733,10000,1,0,5,6,1961,1983,1,3,2009,131400
734,8978,1,0,5,5,1968,1968,1,5,2007,108000
735,10800,1,0,7,7,1914,1970,0,10,2006,163000
736,8544,1,2,3,4,1950,1950,0,7,2006,93500
737,10463,1,0,8,5,2005,2005,1,6,2006,239900
738,10800,1,2,5,5,1987,1988,1,3,2009,179000
739,9313,1,0,7,5,2004,2004,1,4,2009,190000
740,9600,1,0,5,7,1910,2002,1,5,2007,132000
741,6768,1,0,6,8,1961,1996,1,5,2008,142000
742,8450,1,0,7,5,2000,2001,1,12,2007,179000
743,12886,1,0,5,6,1963,1999,1,10,2009,175000
744,5395,1,4,8,5,1993,1993,1,10,2008,180000
745,8963,1,0,8,9,1976,1996,1,7,2008,299800
746,8795,1,0,7,5,2000,2000,1,4,2009,236000
747,11700,1,0,7,7,1880,2003,0,5,2009,265979
748,10593,1,0,7,5,1996,1996,1,3,2010,260400
749,8405,1,0,4,3,1945,1950,0,4,2009,98000
750,8800,1,0,4,7,1910,2004,1,6,2010,96500
751,7750,1,0,7,5,2003,2003,1,8,2007,162000
752,9236,1,0,6,5,1997,1997,1,7,2006,217000
753,10240,1,0,8,5,2005,2005,1,3,2006,275500
754,7930,1,0,6,8,1969,2005,1,7,2009,156000
755,3230,1,4,6,5,1999,1999,1,3,2009,172500
756,10769,1,0,8,5,2007,2007,1,4,2009,212000
757,11616,1,0,6,5,1978,1978,1,4,2010,158900
758,2280,1,3,7,5,1999,1999,1,8,2008,179400
759,12257,1,0,8,5,1995,1995,1,11,2007,290000
760,9100,1,0,6,6,1959,1959,1,10,2009,127500
761,6911,1,0,5,5,1924,1950,1,10,2009,100000
762,8640,1,0,7,5,2009,2009,1,6,2010,215200
763,9430,1,0,8,5,1999,1999,1,7,2009,337000
764,9549,1,4,8,5,1995,1996,1,4,2006,270000
765,14587,1,0,9,5,2008,2008,1,8,2008,264132
766,10421,1,0,7,5,1988,1988,1,3,2010,196500
767,12508,1,0,6,7,1940,1985,1,7,2008,160000
768,9100,1,0,7,5,2004,2005,1,10,2006,216837
769,53504,1,0,8,5,2003,2003,1,6,2010,538000
770,7252,1,0,5,5,1982,1982,1,4,2009,134900
771,8877,1,0,4,5,1951,1951,1,4,2006,102000
772,7819,1,0,6,5,1976,1976,1,3,2010,107000
773,10150,1,0,5,5,1958,1958,1,7,2007,114500
774,14226,1,0,8,5,2006,2006,1,7,2007,395000
775,4500,1,4,6,5,1998,1998,1,6,2009,162000
776,11210,1,0,7,5,2005,2006,1,7,2006,221500
777,13350,1,0,5,5,1974,1974,1,6,2006,142500
778,8400,1,2,5,5,1977,1977,1,10,2007,144000
779,10530,1,2,6,5,1977,1977,1,5,2006,135000
780,7875,1,0,7,5,1995,1996,1,6,2007,176000
781,7153,1,0,6,5,1992,1992,1,7,2006,175900
782,16285,1,0,7,5,2001,2002,1,6,2009,187100
783,9101,1,0,5,6,1978,1978,1,7,2009,165500
784,6300,1,0,6,6,1914,2001,1,6,2008,128000
785,9790,1,0,6,5,1967,1967,1,9,2009,161500
786,10800,1,0,5,6,1915,1950,1,6,2010,139000
787,10142,1,0,7,5,2004,2004,1,1,2010,233000
788,6000,1,0,4,7,1954,2000,1,8,2008,107900
789,12205,1,0,6,8,1966,2007,1,7,2007,187500
790,3182,1,4,7,5,2005,2006,1,9,2009,160200
791,11333,1,0,6,5,1976,1976,1,5,2007,146800
792,9920,1,0,7,5,1996,1997,1,6,2007,269790
793,9158,1,0,8,5,2007,2007,1,6,2007,225000
794,10832,1,0,7,5,1994,1996,1,10,2008,194500
795,8400,1,0,6,6,1980,1981,1,4,2010,171000
796,8197,1,0,6,5,1977,1977,1,4,2007,143500
797,7677,1,0,5,5,1953,1953,1,4,2008,110000
798,13518,1,0,9,5,2008,2009,1,7,2009,485000
799,7200,1,0,5,7,1937,1950,1,6,2007,175000
800,12798,1,0,6,5,1997,1997,1,5,2008,200000
801,4800,1,0,4,7,1916,1990,1,7,2007,109900
802,8199,1,0,7,5,2005,2005,1,10,2008,189000
803,13891,1,0,9,5,2008,2009,1,1,2009,582933
804,9000,1,0,5,5,1954,1954,1,6,2006,118000
805,12274,1,0,7,5,2008,2008,1,7,2008,227680
806,9750,1,0,5,5,1967,1967,1,10,2006,135500
807,21384,1,0,5,6,1923,2004,1,5,2009,223500
808,13400,1,0,5,5,1966,1966,1,6,2006,159950
809,8100,1,0,5,5,1898,1965,0,11,2009,106000
810,10140,1,0,6,6,1974,1999,1,1,2006,181000
811,4438,1,4,6,5,2004,2004,1,6,2008,144500
812,8712,0,0,5,5,1952,1952,0,6,2010,55993
813,9750,1,0,6,6,1958,1958,1,4,2007,157900
814,8248,1,0,5,7,1918,1950,1,7,2006,116000
815,12137,1,0,7,5,1998,1998,1,5,2010,224900
816,11425,1,0,5,6,1954,1954,1,7,2006,137000
817,13265,1,0,8,5,2002,2002,1,7,2008,271000
818,8816,1,0,6,7,1971,1971,1,6,2010,155000
819,6371,1,4,7,5,2009,2010,1,6,2010,224000
820,7226,1,0,7,5,2003,2003,1,6,2008,183000
821,6000,1,1,4,4,1953,1953,0,2,2009,93000
822,12394,1,0,7,5,2003,2003,1,10,2007,225000
823,9900,1,0,6,7,1940,1950,1,7,2009,139500
824,11216,1,0,8,5,2006,2006,1,6,2006,232600
825,14803,1,0,10,5,2007,2008,1,6,2008,385000
826,6130,1,0,5,6,1924,1950,1,5,2008,109500
827,8529,1,0,7,5,2001,2001,1,4,2009,189000
828,28698,1,0,5,5,1967,1967,1,6,2009,185000
829,2544,1,3,7,5,2005,2005,1,7,2006,147400
830,11900,1,0,6,5,1957,1957,1,6,2008,166000
831,3180,1,4,7,5,2005,2005,1,6,2006,151000
832,9548,1,0,7,6,2003,2003,1,1,2010,237000
833,10004,1,0,6,6,1964,1964,1,2,2009,167000
834,7875,1,0,5,6,1961,1961,1,9,2008,139950
835,9600,1,0,4,7,1950,1995,1,2,2010,128000
836,8100,1,0,5,6,1948,1973,1,6,2007,153500
837,1680,1,3,6,5,1973,1973,1,11,2008,100000
838,9525,1,0,5,6,1995,2006,1,6,2008,144000
839,11767,1,0,5,6,1946,1995,1,5,2008,130500
840,12155,1,0,6,8,1925,1950,0,3,2008,140000
841,10440,1,0,5,8,1904,2002,1,6,2008,157500
842,9020,1,0,6,7,1966,1966,1,5,2008,174900
843,8000,1,2,5,4,1961,1961,0,7,2007,141000
844,12665,1,0,5,8,1915,1950,1,6,2008,153900
845,16647,1,0,5,5,1975,1981,1,1,2007,171000
846,9317,1,0,7,5,1993,1993,1,7,2009,213000
847,15523,1,0,5,6,1972,1972,1,8,2009,133500
848,45600,1,0,6,8,1908,1997,1,9,2008,240000
849,9600,1,0,6,7,1976,1994,1,8,2007,187000
850,4435,1,4,6,5,2003,2003,1,11,2007,131500
851,3196,1,4,8,5,2003,2003,1,5,2006,215000
852,7128,1,0,7,5,1941,1950,1,8,2007,164000
853,12095,1,0,6,6,1964,1964,1,8,2009,158000
854,17920,1,0,5,4,1955,1974,1,7,2006,170000
855,6897,1,0,5,8,1962,2010,1,4,2010,127000
856,10970,1,0,6,6,1978,1978,1,10,2008,147000
857,8125,1,0,6,5,1994,1995,1,3,2009,174000
858,10400,1,0,7,5,1976,1976,1,6,2009,152000
859,11029,1,0,6,7,1968,1984,1,8,2006,250000
860,7642,1,0,7,8,1918,1998,1,6,2007,189950
861,11625,1,1,5,4,1965,1965,1,4,2010,131500
862,9672,1,0,6,5,1984,1985,1,5,2010,152000
863,7931,1,0,5,5,1959,1959,1,7,2009,132500
864,8640,1,0,7,5,2007,2008,1,5,2008,250580
865,8750,1,0,5,6,1970,1970,1,8,2009,148500
866,10656,1,0,8,5,2006,2007,1,11,2007,248900
867,6970,1,0,4,5,1961,1961,1,5,2007,129000
868,14762,1,0,5,6,1948,1950,1,5,2006,169000
869,9938,1,0,7,5,1993,1994,1,6,2010,236000
870,6600,1,0,5,5,1962,1962,0,8,2009,109500
871,8750,1,0,6,5,1998,1998,1,6,2010,200500
872,8892,1,0,5,7,1953,1996,1,10,2008,116000
873,12144,1,0,5,7,1949,1950,1,9,2009,133000
874,5720,1,0,5,6,1941,1950,1,8,2009,66500
875,9000,1,0,8,5,2007,2007,1,8,2007,303477
876,25286,1,0,4,5,1963,1963,1,1,2007,132250
877,8834,1,0,9,5,2004,2005,1,6,2009,350000
878,11782,1,0,5,7,1961,1995,1,6,2010,148000
879,7000,1,0,5,8,1978,2005,1,7,2009,136500
880,7024,1,0,5,5,2005,2006,1,6,2007,157000
881,13758,1,0,7,5,1990,1991,1,4,2007,187500
882,9636,1,0,6,5,1992,1993,1,12,2009,178000
883,6204,1,0,4,5,1912,1950,0,3,2006,118500
884,7150,1,0,5,5,1967,1967,1,7,2009,100000
885,5119,1,4,9,5,1999,2000,1,1,2008,328900
886,8393,1,2,5,5,1959,2005,1,6,2006,145000
887,16466,1,0,5,7,1955,1955,1,4,2008,135500
888,15865,1,0,8,6,1970,1970,1,10,2007,268000
889,12160,1,0,6,4,1953,1953,1,2,2009,149500
890,8064,1,0,5,7,1949,2006,1,7,2007,122900
891,11184,1,0,6,5,1978,1978,1,7,2009,172500
892,8414,1,0,6,8,1963,2003,1,2,2006,154500
893,13284,1,0,5,5,1954,1954,1,6,2008,165000
894,7018,1,2,5,5,1979,1979,1,6,2009,118858
895,7056,1,0,6,5,1963,1963,1,10,2008,140000
896,8765,1,0,4,6,1936,1950,0,4,2006,106500
897,7018,1,2,5,5,1979,1979,1,6,2009,142953
898,12919,1,0,9,5,2009,2010,1,3,2010,611657
899,6993,1,0,5,7,1961,1994,1,6,2006,135000
900,7340,1,0,4,6,1971,1971,1,6,2007,110000
901,8712,1,0,5,7,1957,2000,1,5,2009,153000
902,7875,1,0,7,5,2003,2003,1,7,2006,180000
903,14859,1,0,7,5,2006,2006,1,8,2006,240000
904,6173,1,0,5,6,1967,1967,1,8,2007,125500
905,9920,1,0,5,5,1954,1954,1,2,2010,128000
906,13501,1,0,8,5,2006,2006,1,6,2007,255000
907,11500,1,0,7,7,1936,1987,1,6,2006,250000
908,8885,1,0,5,5,1983,1983,1,6,2006,131000
909,12589,1,0,6,5,2005,2005,1,6,2009,174000
910,11600,1,2,5,5,1960,1960,1,1,2010,154300
911,9286,1,0,5,7,1977,1989,1,10,2009,143500
912,6120,1,0,5,7,1925,1950,0,7,2006,88000
913,6270,1,2,5,6,1949,1950,0,8,2007,145000
914,3000,1,4,6,5,2009,2009,1,6,2009,173733
915,2001,1,3,4,5,1970,1970,1,1,2007,75000
916,9000,1,0,2,3,1949,1950,0,10,2006,35311
917,17140,1,0,4,6,1956,1956,1,4,2009,135000
918,13125,1,0,7,5,1991,1991,1,11,2007,238000
919,11029,1,0,6,8,1958,2002,1,5,2008,176500
920,8462,1,0,6,5,1994,1994,1,7,2007,201000
921,8777,1,2,5,7,1900,2003,1,9,2008,145900
922,10237,1,0,6,5,2005,2006,1,10,2006,169990
923,8012,1,4,6,5,1993,1994,1,7,2008,193000
924,10240,1,0,6,6,1980,1980,1,5,2006,207500
925,15611,1,0,5,6,1977,1977,1,3,2008,175000
926,11999,1,0,8,5,2003,2004,1,5,2007,285000
927,9900,1,0,7,5,1968,1968,1,4,2008,176000
928,11838,1,0,8,5,2001,2001,1,6,2009,236500
929,13006,1,0,7,5,1997,1997,1,11,2006,222000
930,8925,1,0,8,5,2007,2007,1,7,2009,201000
931,9100,1,0,5,6,1965,1965,1,7,2009,117500
932,11670,1,0,9,5,2006,2006,1,3,2007,320000
933,8487,1,0,7,5,2004,2004,1,8,2009,190000
934,27650,1,0,7,7,1960,2007,1,11,2008,242000
935,5825,1,0,4,5,1926,1953,1,6,2006,79900
936,10083,1,0,7,5,2003,2003,1,8,2009,184900
937,9675,1,0,7,5,2005,2005,1,2,2009,253000
938,8760,1,0,7,5,2006,2006,1,8,2006,239799
939,24090,1,0,7,7,1940,1950,1,6,2010,244400
940,12640,1,2,6,5,1976,1976,1,7,2006,150900
941,8755,1,0,7,5,1999,1999,1,6,2009,214000
942,7711,1,2,4,3,1977,1977,1,8,2007,150000
943,25000,1,2,5,4,1967,1967,1,6,2007,143000
944,14375,1,0,6,6,1958,1958,1,1,2009,137500
945,8820,1,0,5,6,1890,1996,1,9,2009,124900
946,8163,1,0,5,6,1959,1959,1,3,2006,143000
947,14536,1,0,8,5,2002,2003,1,11,2007,270000
948,14006,1,0,7,5,2002,2002,1,2,2006,192500
949,9360,1,0,6,7,1972,2006,1,3,2010,197500
950,7200,1,0,5,8,1950,2002,1,7,2007,129000
951,7800,1,0,5,5,1965,1965,1,7,2006,119900
952,7200,1,0,5,8,1972,2003,1,4,2009,133900
953,11075,1,0,5,4,1969,1969,1,9,2008,172000
954,9400,1,2,6,5,1975,1975,1,10,2006,127500
955,7136,1,2,6,6,1946,1950,0,8,2007,145000
956,1300,1,4,6,6,1980,1980,1,5,2009,124000
957,7420,1,0,5,5,1962,1962,1,4,2007,132000
